TeamId,TeamName,SubmissionDate,Score
242442,Kirill_Che,"2015-11-23 18:39:39",0.51948
242445,vettipaiyan,"2015-11-23 18:53:47",0.62656
242441,"Pan Tofelek","2015-11-23 18:54:54",0.61740
242459,"Soumojit Kumar","2015-11-23 19:24:04",0.00000
242463,Goalminer,"2015-11-23 19:32:42",0.55976
242462,"Vladimir Larin","2015-11-23 19:32:49",0.14688
242466,rcarson,"2015-11-23 19:39:25",0.62656
242428,Ouranos,"2015-11-23 19:44:12",0.62656
242473,Cydal,"2015-11-23 19:46:55",0.62656
242372,"Fernando Constantino","2015-11-23 19:57:01",0.49167
242481,amsqr,"2015-11-23 20:03:32",0.62656
242483,Infinity,"2015-11-23 20:07:02",0.62656
242488,SmerdovAnton,"2015-11-23 20:19:48",0.62656
242462,"Vladimir Larin","2015-11-23 20:21:55",0.61541
242491,"Bikash Agrawal","2015-11-23 20:22:45",0.62656
242442,Kirill_Che,"2015-11-23 20:29:20",0.55648
242483,Infinity,"2015-11-23 20:39:03",0.62864
242497,dividedbyZero,"2015-11-23 20:45:13",0.62152
242499,"Mike Pearmain","2015-11-23 20:45:44",0.62656
242462,"Vladimir Larin","2015-11-23 20:46:03",0.61675
242504,Eugene,"2015-11-23 20:54:37",0.62585
242506,"Michael Pawlus","2015-11-23 20:56:13",0.58492
242483,Infinity,"2015-11-23 20:58:11",0.62947
242462,"Vladimir Larin","2015-11-23 21:09:49",0.61826
242391,"Paul Hendricks","2015-11-23 21:11:34",0.57895
242513,adilshv,"2015-11-23 21:15:13",0.50014
242520,"Josh Stone","2015-11-23 21:28:11",0.61007
242532,SeaBreeze,"2015-11-23 21:45:23",0.00000
242520,"Josh Stone","2015-11-23 22:06:17",0.62169
242506,"Michael Pawlus","2015-11-23 22:16:13",0.59016
242487,LLMSI,"2015-11-23 22:19:27",0.56353
242557,pim#,"2015-11-23 22:44:45",0.57053
242565,"Leonardo Herbas","2015-11-23 22:59:55",0.00000
242532,SeaBreeze,"2015-11-23 23:28:21",0.51585
242574,"Paul D","2015-11-23 23:31:57",0.62361
242574,"Paul D","2015-11-23 23:33:45",0.62363
242574,"Paul D","2015-11-23 23:36:28",0.62562
242581,dataMiner,"2015-11-23 23:39:37",0.62656
242583,baseline,"2015-11-23 23:44:15",0.62656
242557,pim#,"2015-11-23 23:56:30",0.58457
242574,"Paul D","2015-11-24 00:07:26",0.62583
242594,"Nathaniel Shimoni","2015-11-24 00:09:30",0.57673
242574,"Paul D","2015-11-24 00:10:08",0.62618
242596,"Chris Peterson","2015-11-24 00:25:39",0.31601
242406,Cooper,"2015-11-24 00:28:40",0.62551
242600,"Evgenii Nesterenko","2015-11-24 00:42:33",0.62656
242389,"Alexander  Larko","2015-11-24 00:52:23",0.62656
242382,"Bojan Tunguz","2015-11-24 00:57:53",0.62314
242463,Goalminer,"2015-11-24 01:07:28",0.56044
242603,nernst,"2015-11-24 01:16:15",0.62656
242382,"Bojan Tunguz","2015-11-24 01:19:09",0.62434
242463,Goalminer,"2015-11-24 01:31:08",0.56502
242613,:-),"2015-11-24 01:38:08",0.00000
242382,"Bojan Tunguz","2015-11-24 01:44:05",0.62452
242617,NickBecker92,"2015-11-24 01:52:00",0.50549
242594,"Nathaniel Shimoni","2015-11-24 02:02:43",0.61220
242382,"Bojan Tunguz","2015-11-24 02:24:36",0.63106
242633,"Jason Noriega","2015-11-24 02:38:37",0.62656
242532,SeaBreeze,"2015-11-24 02:39:44",0.61326
242389,"Alexander  Larko","2015-11-24 02:46:53",0.62684
242637,NxGTR,"2015-11-24 02:49:39",0.62684
242633,"Jason Noriega","2015-11-24 02:56:51",0.62684
242617,NickBecker92,"2015-11-24 03:03:40",0.51823
242646,"Nilotpal Sinha","2015-11-24 03:12:50",0.00000
242647,andrew.matte,"2015-11-24 03:16:07",0.54330
242648,"Rich He","2015-11-24 03:22:44",0.62684
242647,andrew.matte,"2015-11-24 03:25:24",0.56288
242644,physhark,"2015-11-24 03:27:03",0.60090
242644,physhark,"2015-11-24 03:33:29",0.62897
242665,"Leandro dos Santos Coelho","2015-11-24 04:19:07",0.59637
242665,"Leandro dos Santos Coelho","2015-11-24 04:24:22",0.62684
242466,rcarson,"2015-11-24 04:24:27",0.62684
242433,Maddy,"2015-11-24 04:47:57",0.62777
242673,Victor,"2015-11-24 04:53:47",0.00000
242637,NxGTR,"2015-11-24 05:00:23",0.62713
242675,"No Life Insurance :(","2015-11-24 05:02:27",0.62777
242678,DataGeek,"2015-11-24 05:07:46",0.62777
242714,clustifier,"2015-11-24 06:25:58",0.62619
242714,clustifier,"2015-11-24 06:30:03",0.62692
242714,clustifier,"2015-11-24 06:31:58",0.62714
242513,adilshv,"2015-11-24 06:52:23",0.55810
242481,amsqr,"2015-11-24 07:08:23",0.62777
242728,SecondPlan,"2015-11-24 07:24:50",0.62777
242730,ZFTurbo,"2015-11-24 07:27:22",0.45359
242736,"Datomics Group","2015-11-24 07:39:40",0.62777
242730,ZFTurbo,"2015-11-24 07:49:08",0.57513
242746,"Yair Beer","2015-11-24 08:08:25",-0.21970
242749,ugurcaliskan,"2015-11-24 08:18:45",0.48217
242441,"Pan Tofelek","2015-11-24 08:21:00",0.62506
242746,"Yair Beer","2015-11-24 08:32:29",0.55865
242757,"Saquib Ahmad","2015-11-24 08:35:18",0.61174
242442,Kirill_Che,"2015-11-24 08:44:43",0.61752
242730,ZFTurbo,"2015-11-24 08:56:41",0.61074
242565,"Leonardo Herbas","2015-11-24 08:58:57",0.36380
242565,"Leonardo Herbas","2015-11-24 09:04:07",0.47267
242746,"Yair Beer","2015-11-24 09:23:41",0.57456
242746,"Yair Beer","2015-11-24 09:30:50",0.58738
242746,"Yair Beer","2015-11-24 09:43:55",0.59252
242769,jdl37,"2015-11-24 09:56:13",0.62777
242703,"Strong Weng","2015-11-24 09:57:01",0.31335
242771,"Evgenii Konev","2015-11-24 09:58:47",0.57996
242778,Li-Der,"2015-11-24 10:07:11",0.52850
242779,Julien,"2015-11-24 10:11:45",0.53039
242778,Li-Der,"2015-11-24 10:17:35",0.53259
242790,razgon,"2015-11-24 10:31:58",0.60743
242771,"Evgenii Konev","2015-11-24 11:23:59",0.58599
242807,DavidEMillan,"2015-11-24 11:44:53",0.62684
242565,"Leonardo Herbas","2015-11-24 12:19:29",0.47273
242565,"Leonardo Herbas","2015-11-24 12:22:03",0.49467
242387,Jayhawk1900,"2015-11-24 12:37:18",0.48759
242823,Ivanhoe,"2015-11-24 12:38:05",0.63430
242790,razgon,"2015-11-24 12:46:13",0.62238
242633,"Jason Noriega","2015-11-24 12:50:11",0.62777
242778,Li-Der,"2015-11-24 13:08:53",0.61685
242382,"Bojan Tunguz","2015-11-24 13:25:48",0.63193
242838,Tatevosyan,"2015-11-24 13:28:34",0.28477
242846,"Gerome Pistre","2015-11-24 13:47:27",0.57331
242857,"Martin Penev","2015-11-24 14:27:36",0.25405
242730,ZFTurbo,"2015-11-24 14:28:29",0.62395
242406,Cooper,"2015-11-24 14:48:44",0.62591
242870,jesting.pilate,"2015-11-24 14:59:33",0.61222
242648,"Rich He","2015-11-24 15:00:00",0.62777
242870,jesting.pilate,"2015-11-24 15:00:32",0.62777
242466,rcarson,"2015-11-24 15:03:00",0.62777
242857,"Martin Penev","2015-11-24 15:03:10",0.27740
242875,Dawny33,"2015-11-24 15:05:28",0.62664
242875,Dawny33,"2015-11-24 15:06:02",0.62777
242877,"GOOD LUCK","2015-11-24 15:18:00",0.64130
242870,jesting.pilate,"2015-11-24 15:23:01",0.62924
242884,threecourse,"2015-11-24 15:25:04",0.62777
242857,"Martin Penev","2015-11-24 15:28:23",0.41687
242895,wilan,"2015-11-24 15:49:31",0.62947
242877,"GOOD LUCK","2015-11-24 16:15:09",0.65017
242877,"GOOD LUCK","2015-11-24 16:25:43",0.65019
242916,DrewWham,"2015-11-24 16:41:07",0.02302
242917,Malai,"2015-11-24 16:41:39",0.62777
242877,"GOOD LUCK","2015-11-24 16:49:25",0.65523
242913,tamaki,"2015-11-24 16:57:12",0.00000
242924,JohnM,"2015-11-24 17:02:50",0.62736
242925,btmd,"2015-11-24 17:11:36",0.61639
242931,lrstnd,"2015-11-24 17:20:29",0.58409
242403,ebdd0304e745872f59bc5597a2f20fb9f7a5a8a704098a5aedbb0bcefc24d11b,"2015-11-24 17:21:04",0.58328
242943,algonell,"2015-11-24 17:48:35",0.48360
242942,MatthieuLibeer,"2015-11-24 17:52:32",0.52357
242947,"Tetsuro Tayama","2015-11-24 17:57:12",0.62777
242434,"Dimos Kapetis","2015-11-24 17:57:28",0.62777
242942,MatthieuLibeer,"2015-11-24 18:05:46",0.56618
242951,Uday,"2015-11-24 18:06:00",0.53609
242954,iyarmolau,"2015-11-24 18:08:42",0.62777
242405,"udit saini","2015-11-24 18:12:28",0.61171
242447,Derkanat,"2015-11-24 18:23:43",0.61078
242447,Derkanat,"2015-11-24 18:29:27",0.61194
242958,Telcontar120,"2015-11-24 18:37:44",0.00000
242445,vettipaiyan,"2015-11-24 18:39:50",0.62777
242913,tamaki,"2015-11-24 18:44:57",0.36898
242962,"Yotam Sandbank","2015-11-24 18:47:05",0.62817
242963,"Mujtaba Hasan","2015-11-24 18:47:09",0.62777
242968,Kumaresh,"2015-11-24 18:57:38",0.62440
242968,Kumaresh,"2015-11-24 18:57:58",0.62640
242447,Derkanat,"2015-11-24 19:10:13",0.61710
242983,"Shize Su","2015-11-24 19:29:26",0.62688
242916,DrewWham,"2015-11-24 19:39:10",0.61404
242428,Ouranos,"2015-11-24 19:43:23",0.62896
242990,z_fuller,"2015-11-24 19:52:26",0.50990
242992,Epilogue,"2015-11-24 20:00:48",0.35781
242520,"Josh Stone","2015-11-24 20:04:03",0.62959
242992,Epilogue,"2015-11-24 20:04:41",0.36309
242997,philharmoniker,"2015-11-24 20:09:12",0.57725
243000,m,"2015-11-24 20:15:44",0.61193
243004,"Tomáš Kadlec","2015-11-24 20:30:34",0.52396
242983,"Shize Su","2015-11-24 20:31:47",0.62777
243005,thecatwithfuturefeet,"2015-11-24 20:35:05",0.59724
243007,"Willie Liao","2015-11-24 20:36:07",0.62777
243004,"Tomáš Kadlec","2015-11-24 20:43:36",0.52948
242978,jeremypmobley,"2015-11-24 21:15:40",0.33052
242916,DrewWham,"2015-11-24 21:30:12",0.62448
243046,"ad hockery","2015-11-24 21:51:48",0.64888
243047,"Tsakalis Kostas","2015-11-24 21:54:36",0.64032
243056,guy_cliffe,"2015-11-24 22:04:33",0.49576
242463,Goalminer,"2015-11-24 22:13:46",0.56590
243044,"Carlos J","2015-11-24 22:15:53",0.60013
242990,z_fuller,"2015-11-24 22:32:10",0.62444
242823,Ivanhoe,"2015-11-24 23:03:45",0.65053
243080,"Lawrence Chernin","2015-11-24 23:06:29",0.00000
243080,"Lawrence Chernin","2015-11-24 23:06:48",0.62777
242997,philharmoniker,"2015-11-24 23:08:07",0.60962
242876,Nic_C,"2015-11-24 23:34:04",0.30961
242463,Goalminer,"2015-11-25 00:01:52",0.58478
242382,"Bojan Tunguz","2015-11-25 00:03:24",0.63315
243100,khyh,"2015-11-25 00:11:38",0.54634
242600,"Evgenii Nesterenko","2015-11-25 00:15:11",0.62777
242532,SeaBreeze,"2015-11-25 00:31:53",0.62585
242532,SeaBreeze,"2015-11-25 00:48:55",0.62757
243047,"Tsakalis Kostas","2015-11-25 00:49:06",0.65323
242877,"GOOD LUCK","2015-11-25 00:58:09",0.65802
242637,NxGTR,"2015-11-25 01:00:19",0.62779
242877,"GOOD LUCK","2015-11-25 01:03:07",0.65806
242877,"GOOD LUCK","2015-11-25 01:07:52",0.66080
242532,SeaBreeze,"2015-11-25 01:10:05",0.62795
243123,"Wenlong Shen","2015-11-25 01:11:20",0.62794
242877,"GOOD LUCK","2015-11-25 01:16:34",0.66169
242637,NxGTR,"2015-11-25 01:16:38",0.63127
242565,"Leonardo Herbas","2015-11-25 01:18:20",0.54610
242637,NxGTR,"2015-11-25 01:19:11",0.63363
243161,"Kerenza Deo","2015-11-25 02:36:13",0.61171
242665,"Leandro dos Santos Coelho","2015-11-25 02:41:42",0.62777
242382,"Bojan Tunguz","2015-11-25 03:20:02",0.63391
242637,NxGTR,"2015-11-25 03:54:51",0.64835
242646,"Nilotpal Sinha","2015-11-25 04:20:19",0.62777
243216,"Omar Saleem","2015-11-25 04:26:58",0.36309
243216,"Omar Saleem","2015-11-25 04:27:14",0.62777
243217,"Evgenii Zhukov","2015-11-25 04:33:51",0.51512
243226,RuobingWang,"2015-11-25 04:48:40",0.57580
243228,"Ralph Neumann","2015-11-25 04:56:24",0.61526
242594,"Nathaniel Shimoni","2015-11-25 05:16:12",0.61414
243100,khyh,"2015-11-25 05:58:38",0.55316
243247,"Lili Sun","2015-11-25 06:00:41",0.61171
243249,Marko,"2015-11-25 06:00:59",0.52241
243249,Marko,"2015-11-25 06:14:51",0.61275
242714,clustifier,"2015-11-25 06:14:57",0.62766
243264,NandhiniV,"2015-11-25 06:46:53",0.52189
243100,khyh,"2015-11-25 06:54:11",0.59624
243268,korbonits,"2015-11-25 06:55:48",0.62777
243266,DataChaser,"2015-11-25 07:05:31",0.52482
243217,"Evgenii Zhukov","2015-11-25 07:17:40",0.51544
242730,ZFTurbo,"2015-11-25 07:18:04",0.63064
243288,KMK,"2015-11-25 07:28:40",0.61358
243291,jigyasu,"2015-11-25 07:29:52",0.62777
243294,Sadra,"2015-11-25 07:36:51",0.00000
242771,"Evgenii Konev","2015-11-25 07:42:50",0.62557
243294,Sadra,"2015-11-25 07:43:06",0.62777
243303,"Mathurin Aché","2015-11-25 07:45:01",0.62777
242823,Ivanhoe,"2015-11-25 08:10:32",0.65134
242823,Ivanhoe,"2015-11-25 08:20:06",0.65913
242876,Nic_C,"2015-11-25 08:21:33",0.36309
243335,dbawane,"2015-11-25 08:39:14",0.60713
242746,"Yair Beer","2015-11-25 08:58:58",0.62613
243347,mAvo,"2015-11-25 09:13:51",0.61171
243366,jem24,"2015-11-25 10:19:50",0.17969
243366,jem24,"2015-11-25 10:35:12",0.61318
242807,DavidEMillan,"2015-11-25 10:55:54",0.63088
242778,Li-Der,"2015-11-25 11:06:09",0.63688
242565,"Leonardo Herbas","2015-11-25 11:08:01",0.55002
242565,"Leonardo Herbas","2015-11-25 11:12:21",0.55152
242746,"Yair Beer","2015-11-25 11:16:38",0.62684
242565,"Leonardo Herbas","2015-11-25 11:33:59",0.55371
243047,"Tsakalis Kostas","2015-11-25 11:35:32",0.65537
243004,"Tomáš Kadlec","2015-11-25 11:45:50",0.57992
243419,temld4,"2015-11-25 12:33:21",0.00000
242790,razgon,"2015-11-25 12:49:55",0.62349
243004,"Tomáš Kadlec","2015-11-25 13:08:20",0.58000
243430,"Xuhui Chen","2015-11-25 13:08:43",0.60164
243439,mANDy,"2015-11-25 13:27:35",0.62585
243439,mANDy,"2015-11-25 13:29:26",0.62777
243228,"Ralph Neumann","2015-11-25 13:53:32",0.62283
242951,Uday,"2015-11-25 14:10:56",0.60932
243430,"Xuhui Chen","2015-11-25 14:12:35",0.61317
243449,NLBO,"2015-11-25 14:16:35",0.56434
243457,BreakfastPirate,"2015-11-25 14:16:51",0.62217
242951,Uday,"2015-11-25 14:26:44",0.62585
243460,"Ambar Nag","2015-11-25 14:28:24",0.58640
242943,algonell,"2015-11-25 15:08:47",0.48373
243056,guy_cliffe,"2015-11-25 15:19:56",0.51387
243492,"Tinh Tran","2015-11-25 15:33:33",0.38051
243492,"Tinh Tran","2015-11-25 15:40:58",0.38254
243266,DataChaser,"2015-11-25 16:08:30",0.57812
242884,threecourse,"2015-11-25 16:25:26",0.65069
242779,Julien,"2015-11-25 16:35:49",0.63448
243504,Berner,"2015-11-25 16:51:50",0.41183
243517,rOcelot,"2015-11-25 17:07:15",0.61526
242884,threecourse,"2015-11-25 17:12:53",0.65362
242442,Kirill_Che,"2015-11-25 17:23:27",0.62410
243531,"Vicens Gaitan","2015-11-25 17:27:55",0.66849
242506,"Michael Pawlus","2015-11-25 17:33:58",0.62833
242990,z_fuller,"2015-11-25 17:43:00",0.62757
243266,DataChaser,"2015-11-25 18:03:37",0.62672
242778,Li-Der,"2015-11-25 18:05:49",0.63696
243535,M@G,"2015-11-25 18:16:53",0.48496
243562,"Mark Conway","2015-11-25 18:29:05",0.00000
243562,"Mark Conway","2015-11-25 18:30:14",0.62777
243570,"Bishwarup B","2015-11-25 18:46:33",0.61450
243509,sleepertassly,"2015-11-25 18:47:13",-0.20182
243580,Andre,"2015-11-25 18:57:53",0.56862
242913,tamaki,"2015-11-25 19:01:16",0.62656
243585,A.Antonov,"2015-11-25 19:04:23",0.62777
243517,rOcelot,"2015-11-25 19:12:57",0.61814
243509,sleepertassly,"2015-11-25 19:21:37",0.21992
243598,lnicalo,"2015-11-25 19:22:01",0.62777
243606,HulkBulk,"2015-11-25 19:32:18",0.53005
243606,HulkBulk,"2015-11-25 19:33:32",0.62656
243606,HulkBulk,"2015-11-25 19:34:08",0.62777
243570,"Bishwarup B","2015-11-25 19:57:52",0.62920
243627,"Roman Vlasov","2015-11-25 20:01:06",0.62777
242790,razgon,"2015-11-25 20:06:08",0.62372
243648,DL,"2015-11-25 20:41:11",0.62772
243655,Firebug,"2015-11-25 20:53:05",0.50327
242504,Eugene,"2015-11-25 20:55:20",0.62656
243687,"Anthony P.","2015-11-25 21:24:45",0.62777
243691,PierreNowak,"2015-11-25 21:33:01",0.61548
243698,"Anthony Wertz","2015-11-25 21:38:56",0.44178
243719,"Wayne Taylor","2015-11-25 21:58:55",0.36309
243727,"Avi Blinder","2015-11-25 22:03:01",0.58801
243570,"Bishwarup B","2015-11-25 22:06:09",0.63836
243732,"Johnny Strings","2015-11-25 22:09:01",0.62777
243691,PierreNowak,"2015-11-25 22:12:25",0.61648
243733,"Tian Wang","2015-11-25 22:12:36",0.62777
243739,Janek,"2015-11-25 22:31:59",0.60670
243716,"Jared Huling","2015-11-25 22:52:12",0.65911
242928,"Nikita Bonavate","2015-11-25 23:43:04",0.35925
242434,"Dimos Kapetis","2015-11-25 23:43:37",0.63197
243770,"Kostya Kilimnik","2015-11-25 23:57:48",0.00000
242434,"Dimos Kapetis","2015-11-26 00:17:52",0.63293
242637,NxGTR,"2015-11-26 00:25:59",0.65150
243770,"Kostya Kilimnik","2015-11-26 00:31:27",0.62656
243789,hroark,"2015-11-26 00:58:00",0.62656
242665,"Leandro dos Santos Coelho","2015-11-26 01:10:22",0.63247
243798,kappa,"2015-11-26 01:28:29",0.62059
242637,NxGTR,"2015-11-26 01:49:42",0.65172
243226,RuobingWang,"2015-11-26 01:54:26",0.62205
243123,"Wenlong Shen","2015-11-26 02:02:36",0.62796
243226,RuobingWang,"2015-11-26 02:15:38",0.63036
243851,"Nick Bernini","2015-11-26 03:21:52",0.56599
243228,"Ralph Neumann","2015-11-26 03:28:45",0.62588
243228,"Ralph Neumann","2015-11-26 03:29:48",0.62822
243851,"Nick Bernini","2015-11-26 03:29:54",0.62425
243249,Marko,"2015-11-26 03:50:04",0.62981
243876,predictomix,"2015-11-26 03:57:43",0.55725
243876,predictomix,"2015-11-26 04:01:46",0.61171
243876,predictomix,"2015-11-26 04:02:55",0.62656
243798,kappa,"2015-11-26 04:06:02",0.62359
243885,hooda191,"2015-11-26 04:15:40",0.62777
243888,crazieyes,"2015-11-26 04:23:32",0.62781
243889,JeffH,"2015-11-26 04:27:31",0.53777
243909,"Zipei Zhu","2015-11-26 05:37:59",0.43148
242924,JohnM,"2015-11-26 05:40:05",0.62772
243907,ggautama,"2015-11-26 05:40:53",0.00790
242924,JohnM,"2015-11-26 05:46:27",0.62777
243917,SteveKane,"2015-11-26 05:53:31",-0.00318
243917,SteveKane,"2015-11-26 05:57:56",-0.00252
243925,Triskelion,"2015-11-26 06:26:08",0.63459
243928,sharat,"2015-11-26 06:31:36",0.36462
243930,"Monster Rabbit ","2015-11-26 06:32:56",0.39712
243925,Triskelion,"2015-11-26 06:59:52",0.65200
243691,PierreNowak,"2015-11-26 07:02:51",0.61824
243691,PierreNowak,"2015-11-26 07:07:56",0.62314
242499,"Mike Pearmain","2015-11-26 07:12:37",0.62777
243917,SteveKane,"2015-11-26 07:19:55",0.57518
243930,"Monster Rabbit ","2015-11-26 07:27:01",0.45279
243727,"Avi Blinder","2015-11-26 07:33:47",0.58985
243917,SteveKane,"2015-11-26 07:42:01",0.59605
242807,DavidEMillan,"2015-11-26 08:20:59",0.63348
242447,Derkanat,"2015-11-26 08:35:30",0.63247
242746,"Yair Beer","2015-11-26 08:35:32",0.62865
242433,Maddy,"2015-11-26 08:41:55",0.63247
242389,"Alexander  Larko","2015-11-26 08:42:24",0.63247
243997,sanky,"2015-11-26 08:43:22",0.63247
243930,"Monster Rabbit ","2015-11-26 08:51:18",0.51074
243291,jigyasu,"2015-11-26 08:53:27",0.63147
242823,Ivanhoe,"2015-11-26 08:56:01",0.66561
243294,Sadra,"2015-11-26 09:19:09",0.63247
244011,"Nim J","2015-11-26 09:32:33",0.50701
242779,Julien,"2015-11-26 09:47:50",0.63572
244020,tnikaggle,"2015-11-26 09:54:49",0.00000
244018,"Pavel Shashkin","2015-11-26 09:56:29",0.60038
243294,Sadra,"2015-11-26 10:01:29",0.63315
242823,Ivanhoe,"2015-11-26 10:12:18",0.66578
244025,Varshitha,"2015-11-26 10:18:26",0.00000
243247,"Lili Sun","2015-11-26 10:25:28",0.62656
242746,"Yair Beer","2015-11-26 10:26:26",0.63076
244025,Varshitha,"2015-11-26 10:32:07",0.36309
244020,tnikaggle,"2015-11-26 10:32:16",0.47393
244035,"Mario Pasquato","2015-11-26 10:42:11",0.27190
243535,M@G,"2015-11-26 10:45:00",0.49244
243925,Triskelion,"2015-11-26 11:00:45",0.65443
244011,"Nim J","2015-11-26 11:06:42",0.53527
243928,sharat,"2015-11-26 11:09:26",0.61096
242678,DataGeek,"2015-11-26 11:22:16",0.63247
243047,"Tsakalis Kostas","2015-11-26 11:24:22",0.66417
243928,sharat,"2015-11-26 11:40:40",0.62015
244050,"Debanjan Chaudhuri","2015-11-26 11:44:22",0.53115
244035,"Mario Pasquato","2015-11-26 12:07:44",0.41085
242372,"Fernando Constantino","2015-11-26 12:14:25",0.55023
242951,Uday,"2015-11-26 12:33:49",0.62656
243648,DL,"2015-11-26 12:48:02",0.63247
243889,JeffH,"2015-11-26 13:03:31",0.55788
243335,dbawane,"2015-11-26 13:07:15",0.61163
242736,"Datomics Group","2015-11-26 13:09:56",0.63247
243228,"Ralph Neumann","2015-11-26 13:31:19",0.63063
243889,JeffH,"2015-11-26 13:34:56",0.60643
243504,Berner,"2015-11-26 13:48:35",0.62361
243889,JeffH,"2015-11-26 13:49:33",0.63191
244035,"Mario Pasquato","2015-11-26 13:57:41",0.44309
243928,sharat,"2015-11-26 13:58:24",0.62040
244035,"Mario Pasquato","2015-11-26 14:10:29",0.50888
244092,CharlFrancoisMarais,"2015-11-26 14:11:21",0.51898
243732,"Johnny Strings","2015-11-26 14:40:31",0.63247
244110,Caijiawen,"2015-11-26 14:42:47",0.62656
243535,M@G,"2015-11-26 14:56:18",0.50042
242481,amsqr,"2015-11-26 15:06:44",0.63247
244117,Phonism,"2015-11-26 15:07:26",0.52561
242565,"Leonardo Herbas","2015-11-26 15:07:56",0.63425
243888,crazieyes,"2015-11-26 15:08:55",0.63251
242648,"Rich He","2015-11-26 15:17:08",0.63247
244125,"Marin Kisic","2015-11-26 15:21:20",0.53223
244129,"Gurupad S. Hegde","2015-11-26 15:27:59",0.62441
242714,clustifier,"2015-11-26 15:38:51",0.63001
242884,threecourse,"2015-11-26 15:55:03",0.65571
242483,Infinity,"2015-11-26 15:58:10",0.63247
244142,smota,"2015-11-26 15:58:30",0.56061
242646,"Nilotpal Sinha","2015-11-26 16:14:24",0.63247
244163,"Yonasan Schwartz","2015-11-26 16:42:08",0.20722
244166,"Cleomar Pereira da Silva","2015-11-26 16:44:04",0.41407
244167,PrasadChitta,"2015-11-26 16:45:31",0.61172
244166,"Cleomar Pereira da Silva","2015-11-26 16:57:32",0.44745
243739,Janek,"2015-11-26 17:07:02",0.61969
242483,Infinity,"2015-11-26 17:07:15",0.63280
244163,"Yonasan Schwartz","2015-11-26 17:11:59",0.25527
243917,SteveKane,"2015-11-26 17:18:26",0.60115
244166,"Cleomar Pereira da Silva","2015-11-26 17:31:53",0.46154
242951,Uday,"2015-11-26 17:37:11",0.63098
242403,ebdd0304e745872f59bc5597a2f20fb9f7a5a8a704098a5aedbb0bcefc24d11b,"2015-11-26 17:46:32",0.58734
242403,ebdd0304e745872f59bc5597a2f20fb9f7a5a8a704098a5aedbb0bcefc24d11b,"2015-11-26 17:53:00",0.58762
244191,ClassBC,"2015-11-26 18:02:37",0.00000
243291,jigyasu,"2015-11-26 18:10:02",0.63247
244191,ClassBC,"2015-11-26 18:13:57",0.11082
242714,clustifier,"2015-11-26 18:20:20",0.63203
242983,"Shize Su","2015-11-26 18:30:01",0.63247
244125,"Marin Kisic","2015-11-26 18:36:19",0.54461
244210,"Vikrant Kumar","2015-11-26 18:37:57",0.63247
242583,baseline,"2015-11-26 18:44:33",0.63247
242637,NxGTR,"2015-11-26 18:56:22",0.65908
