,PassengerId,Survived,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Pclass_1.0,Pclass_2.0,Pclass_3.0
43,43.0,0.0,31.0,0.0,0.0,0.0154115752137,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
44,44.0,1.0,3.0,1.0,2.0,0.0811571934608,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
45,45.0,1.0,19.0,0.0,0.0,0.0153791741716,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
46,46.0,0.0,31.0,0.0,0.0,0.0157125535691,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
47,47.0,0.0,31.0,1.0,0.0,0.030253985133,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
48,48.0,1.0,21.0,0.0,0.0,0.0151269925665,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
49,49.0,0.0,31.0,2.0,0.0,0.04231498029,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
50,50.0,0.0,18.0,1.0,0.0,0.0347432861527,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
51,51.0,0.0,7.0,4.0,1.0,0.0774648409655,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
52,52.0,0.0,21.0,0.0,0.0,0.0152245860669,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
53,53.0,1.0,49.0,1.0,0.0,0.149765424262,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
54,54.0,1.0,29.0,1.0,0.0,0.0507486202231,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
55,55.0,0.0,65.0,0.0,1.0,0.120975341636,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
56,56.0,1.0,31.0,0.0,0.0,0.0692913853046,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
57,57.0,1.0,21.0,0.0,0.0,0.0204946350901,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
58,58.0,0.0,28.5,0.0,0.0,0.014110458666,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
59,59.0,1.0,5.0,1.0,2.0,0.0541643927381,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
60,60.0,0.0,11.0,5.0,2.0,0.0915427034024,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
61,61.0,0.0,22.0,0.0,0.0,0.014110458666,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
63,63.0,0.0,45.0,1.0,0.0,0.162932348966,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
64,64.0,0.0,4.0,3.0,2.0,0.0544571732394,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
65,65.0,0.0,31.0,0.0,0.0,0.0541073981339,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
66,66.0,1.0,3.5,1.0,1.0,0.0297578197768,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
67,67.0,1.0,29.0,0.0,0.0,0.0204946350901,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
68,68.0,0.0,19.0,0.0,0.0,0.015923941091,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
69,69.0,1.0,17.0,4.0,2.0,0.015468569818,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
70,70.0,0.0,26.0,2.0,0.0,0.0169080739493,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
71,71.0,0.0,32.0,0.0,0.0,0.0204946350901,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
72,72.0,0.0,16.0,5.0,2.0,0.0915427034024,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
73,73.0,0.0,21.0,0.0,0.0,0.143462445631,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
74,74.0,0.0,26.0,1.0,0.0,0.028212719478,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
75,75.0,1.0,32.0,0.0,0.0,0.110272457631,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
76,76.0,0.0,25.0,0.0,0.0,0.0149318055656,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
77,77.0,0.0,31.0,0.0,0.0,0.0154115752137,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
78,78.0,0.0,31.0,0.0,0.0,0.0157125535691,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
79,79.0,1.0,0.83,0.0,2.0,0.0566042302488,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
80,80.0,1.0,30.0,0.0,0.0,0.024349578357,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
81,81.0,0.0,22.0,0.0,0.0,0.0175668300772,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
82,82.0,1.0,29.0,0.0,0.0,0.0185427650815,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
83,83.0,1.0,21.0,0.0,0.0,0.0152001876918,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
84,84.0,0.0,28.0,0.0,0.0,0.0919330774041,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
85,85.0,1.0,17.0,0.0,0.0,0.0204946350901,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
86,86.0,1.0,33.0,3.0,0.0,0.030937139636,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
87,87.0,0.0,16.0,1.0,3.0,0.067095531545,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
88,88.0,0.0,31.0,0.0,0.0,0.0157125535691,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
89,89.0,1.0,23.0,3.0,2.0,0.513341812257,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
90,90.0,0.0,24.0,0.0,0.0,0.0157125535691,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
91,91.0,0.0,29.0,0.0,0.0,0.0157125535691,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
92,92.0,0.0,20.0,0.0,0.0,0.0153303774214,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
93,93.0,0.0,46.0,1.0,0.0,0.119405647775,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
94,94.0,0.0,26.0,1.0,2.0,0.0401597254265,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
95,95.0,0.0,59.0,0.0,0.0,0.0141510575622,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
96,96.0,0.0,31.0,0.0,0.0,0.0157125535691,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
97,97.0,0.0,71.0,0.0,0.0,0.0676404936513,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
98,98.0,1.0,23.0,0.0,1.0,0.123667165565,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
99,99.0,1.0,34.0,0.0,1.0,0.0448930101973,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
100,100.0,0.0,34.0,1.0,0.0,0.0507486202231,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
101,101.0,0.0,28.0,0.0,0.0,0.0154115752137,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
102,102.0,0.0,31.0,0.0,0.0,0.0154115752137,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
103,103.0,0.0,21.0,0.0,1.0,0.150855153288,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
104,104.0,0.0,33.0,0.0,0.0,0.0168918734283,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
105,105.0,0.0,37.0,2.0,0.0,0.015468569818,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
106,106.0,0.0,28.0,0.0,0.0,0.0154115752137,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
107,107.0,1.0,21.0,0.0,0.0,0.0149318055656,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
108,108.0,1.0,31.0,0.0,0.0,0.0151757893167,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
109,109.0,0.0,38.0,0.0,0.0,0.0154115752137,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
110,110.0,1.0,21.0,1.0,0.0,0.0471376607072,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
111,111.0,0.0,47.0,0.0,0.0,0.101497240446,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
112,112.0,0.0,14.5,1.0,0.0,0.028212719478,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
113,113.0,0.0,22.0,0.0,0.0,0.0157125535691,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
114,114.0,0.0,20.0,1.0,0.0,0.0191771228343,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
115,115.0,0.0,17.0,0.0,0.0,0.0282207221451,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
116,116.0,0.0,21.0,0.0,0.0,0.015468569818,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
117,117.0,0.0,70.5,0.0,0.0,0.0151269925665,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
118,118.0,0.0,29.0,1.0,0.0,0.0409892701802,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
119,119.0,0.0,24.0,0.0,1.0,0.48312842602,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
120,120.0,0.0,2.0,4.0,2.0,0.0610447345184,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
121,121.0,0.0,21.0,2.0,0.0,0.143462445631,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
122,122.0,0.0,31.0,0.0,0.0,0.0157125535691,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
123,123.0,0.0,32.5,1.0,0.0,0.058694292654,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
124,124.0,1.0,32.5,0.0,0.0,0.0253743101115,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
125,125.0,0.0,54.0,0.0,1.0,0.150855153288,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
126,126.0,1.0,12.0,1.0,0.0,0.0219423370755,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
127,127.0,0.0,31.0,0.0,0.0,0.0151269925665,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
128,128.0,1.0,24.0,0.0,0.0,0.0139396700403,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
129,129.0,1.0,21.0,1.0,1.0,0.0436404952128,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
130,130.0,0.0,45.0,0.0,0.0,0.0136142933098,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
131,131.0,0.0,33.0,0.0,0.0,0.0154115752137,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
132,132.0,0.0,20.0,0.0,0.0,0.0137606835605,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
133,133.0,0.0,47.0,1.0,0.0,0.0283021151244,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
134,134.0,1.0,29.0,1.0,0.0,0.0507486202231,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
135,135.0,0.0,25.0,0.0,0.0,0.0253743101115,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
136,136.0,0.0,23.0,0.0,0.0,0.0293674457751,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
137,137.0,1.0,19.0,0.0,2.0,0.0513015849965,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
138,138.0,0.0,37.0,1.0,0.0,0.103644297456,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
139,139.0,0.0,16.0,0.0,0.0,0.0179898003081,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
140,140.0,0.0,24.0,0.0,0.0,0.15458810468,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
141,141.0,0.0,35.0,0.0,2.0,0.0297578197768,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
142,142.0,1.0,22.0,0.0,0.0,0.0151269925665,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
143,143.0,1.0,24.0,1.0,0.0,0.030937139636,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
144,144.0,0.0,19.0,0.0,0.0,0.0131751225579,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
145,145.0,0.0,18.0,0.0,0.0,0.0224465050987,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
146,146.0,0.0,19.0,1.0,1.0,0.0717312228153,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
147,147.0,1.0,27.0,0.0,0.0,0.0152163882129,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
148,148.0,0.0,9.0,2.0,2.0,0.067095531545,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
149,149.0,0.0,36.5,0.0,2.0,0.0507486202231,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
150,150.0,0.0,42.0,0.0,0.0,0.0253743101115,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
151,151.0,0.0,51.0,0.0,0.0,0.0244471718575,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
152,152.0,1.0,22.0,1.0,0.0,0.129994542571,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
153,153.0,0.0,55.5,0.0,0.0,0.0157125535691,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
154,154.0,0.0,40.5,0.0,2.0,0.0283021151244,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
155,155.0,0.0,31.0,0.0,0.0,0.0142730494377,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
156,156.0,0.0,51.0,0.0,1.0,0.119804219631,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
157,157.0,1.0,16.0,0.0,0.0,0.0150943963374,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
158,158.0,0.0,30.0,0.0,0.0,0.0157125535691,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
159,159.0,0.0,31.0,0.0,0.0,0.0169080739493,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
160,160.0,0.0,3.5,8.0,2.0,0.135752559097,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
161,161.0,0.0,44.0,0.0,1.0,0.0314251071381,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
162,162.0,1.0,40.0,0.0,0.0,0.0307419526351,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
163,163.0,0.0,26.0,0.0,0.0,0.0151757893167,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
164,164.0,0.0,17.0,0.0,0.0,0.0169080739493,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
165,165.0,0.0,1.0,4.0,1.0,0.0774648409655,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
166,166.0,1.0,9.0,0.0,2.0,0.0400621319261,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
167,167.0,1.0,35.0,0.0,1.0,0.107352850472,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
168,168.0,0.0,45.0,1.0,4.0,0.0544571732394,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
169,169.0,0.0,31.0,0.0,0.0,0.0506022299724,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
170,170.0,0.0,28.0,0.0,0.0,0.110272457631,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
171,171.0,0.0,61.0,0.0,0.0,0.0653876452874,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
172,172.0,0.0,4.0,4.0,1.0,0.0568482139999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
173,173.0,1.0,1.0,1.0,1.0,0.0217307543665,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
174,174.0,0.0,21.0,0.0,0.0,0.015468569818,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
175,175.0,0.0,56.0,0.0,0.0,0.0599142114094,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
176,176.0,0.0,18.0,1.0,1.0,0.0153303774214,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
177,177.0,0.0,3.5,3.0,1.0,0.0497076879475,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
178,178.0,0.0,50.0,0.0,0.0,0.0560430676214,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
179,179.0,0.0,30.0,0.0,0.0,0.0253743101115,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
180,180.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
181,181.0,0.0,21.0,8.0,2.0,0.135752559097,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
182,182.0,0.0,31.0,0.0,0.0,0.0293756436291,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
183,183.0,0.0,9.0,4.0,2.0,0.0612643198943,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
184,184.0,1.0,1.0,2.0,1.0,0.0761229303346,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
185,185.0,1.0,4.0,0.0,2.0,0.042989936939,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
186,186.0,0.0,31.0,0.0,0.0,0.097593500429,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
187,187.0,1.0,35.0,1.0,0.0,0.030253985133,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
188,188.0,1.0,45.0,0.0,0.0,0.0518221487278,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
189,189.0,0.0,40.0,1.0,1.0,0.030253985133,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
190,190.0,0.0,36.0,0.0,0.0,0.0154115752137,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
191,191.0,1.0,32.0,0.0,0.0,0.0253743101115,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
192,192.0,0.0,19.0,0.0,0.0,0.0253743101115,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
193,193.0,1.0,19.0,1.0,0.0,0.0153303774214,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
194,194.0,1.0,3.0,1.0,1.0,0.0507486202231,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
195,195.0,1.0,44.0,0.0,0.0,0.0541073981339,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
196,196.0,1.0,58.0,0.0,0.0,0.285989555153,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
197,197.0,0.0,31.0,0.0,0.0,0.0151269925665,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
198,198.0,0.0,42.0,0.0,1.0,0.0164039059261,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
199,199.0,1.0,21.0,0.0,0.0,0.0151269925665,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
200,200.0,0.0,24.0,0.0,0.0,0.0253743101115,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
201,201.0,0.0,28.0,0.0,0.0,0.0185427650815,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
202,202.0,0.0,31.0,8.0,2.0,0.135752559097,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
203,203.0,0.0,34.0,0.0,0.0,0.0126789572017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
204,204.0,0.0,45.5,0.0,0.0,0.014102260812,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
205,205.0,1.0,18.0,0.0,0.0,0.0157125535691,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
206,206.0,0.0,2.0,0.0,1.0,0.0204214399648,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
207,207.0,0.0,32.0,1.0,0.0,0.030937139636,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
208,208.0,1.0,26.0,0.0,0.0,0.0366707577862,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
209,209.0,1.0,16.0,0.0,0.0,0.0151269925665,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
210,210.0,1.0,40.0,0.0,0.0,0.060507970266,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
211,211.0,0.0,24.0,0.0,0.0,0.0137606835605,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
212,212.0,1.0,35.0,0.0,0.0,0.0409892701802,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
213,213.0,0.0,22.0,0.0,0.0,0.0141510575622,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
214,214.0,0.0,30.0,0.0,0.0,0.0253743101115,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
215,215.0,0.0,31.0,1.0,0.0,0.0151269925665,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
216,216.0,1.0,31.0,1.0,0.0,0.221098075222,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
217,217.0,1.0,27.0,0.0,0.0,0.015468569818,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
218,218.0,0.0,42.0,1.0,0.0,0.0527004902317,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
219,219.0,1.0,32.0,0.0,0.0,0.148911481134,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
220,220.0,0.0,30.0,0.0,0.0,0.0204946350901,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
221,221.0,1.0,16.0,0.0,0.0,0.0157125535691,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
222,222.0,0.0,27.0,0.0,0.0,0.0253743101115,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
223,223.0,0.0,51.0,0.0,0.0,0.0157125535691,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
224,224.0,0.0,31.0,0.0,0.0,0.0154115752137,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
225,225.0,1.0,38.0,1.0,0.0,0.175668300772,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
